variable;vars;n;mean;sd;median;trimmed;mad;min;max;range;skew;kurtosis;se
X1;1;168;2016,85119047619;2,78498945042;2017;2017,13970588235;2,9652;2010;2021;11;-0,783202662699165;-0,196768571407334;0,214866600904445
